mu_J,mu_M,mu_F,gamma,alpha,Kc,beta,f,mating_radius,density_radius,oviposition_radius,movement_radius,beta_0,delta_t_param
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.026501464843750003,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.1282958984375,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.08623046875,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.07883544921875,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001180419921875,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,182.0556640625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0104248046875,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,6.824951171875,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.00390625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,1.20751953125,16.69677734375,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,10.33935546875,4.33251953125,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,5.25537109375,14.23583984375,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,16.77001953125,0.809814453125
0.04144287109375,0.12067871093750002,0.15548828125,0.12108154296875001,0.001679931640625,78.3447265625,0.0163427734375,5.784912109375,3.56640625,4.63525390625,16.69677734375,4.33251953125,14.23583984375,0.758544921875
0.026501464843750003,0.1282958984375,0.08623046875,0.07883544921875,0.001180419921875,182.0556640625,0.0104248046875,6.824951171875,3.00390625,1.20751953125,10.33935546875,5.25537109375,16.77001953125,0.758544921875
0.07894287109375,0.1956787109375,0.09548828125,0.06858154296875,0.000929931640625,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.06400146484375001,0.1956787109375,0.09548828125,0.06858154296875,0.000929931640625,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.07894287109375,0.0532958984375,0.09548828125,0.06858154296875,0.000929931640625,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.07894287109375,0.1956787109375,0.14623046875,0.06858154296875,0.000929931640625,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.07894287109375,0.1956787109375,0.09548828125,0.13133544921875,0.000929931640625,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.07894287109375,0.1956787109375,0.09548828125,0.06858154296875,0.001930419921875,153.3447265625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
0.07894287109375,0.1956787109375,0.09548828125,0.06858154296875,0.000929931640625,107.0556640625,0.0313427734375,9.534912109375,7.56640625,2.13525390625,9.19677734375,1.83251953125,6.73583984375,1.559814453125
